"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-10","9.62",,"0.00","0.0",,"62","66","58","   60","   50","19.9","23.0","    1","    1",,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-11","13.65",,"0.74","0.0",,"67","76","62","  200","  210","23.9","33.1","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-12","8.95",,"0.00","0.0",,"73","84","65","  290","  300","19.9","27.1","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-13","11.18",,"0.00","0.0",,"66","68","57","  100","   90","17.0","21.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-14","10.51",,"0.00","0.0",,"60","66","53","   80","   90","16.1","21.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-15","7.61",,"0.00","0.0",,"59","65","55","   90","   80","16.1","19.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-16","6.49",,"0.00","0.0",,"62","70","55","  130","  110","13.0","17.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-17","7.83",,"0.00","0.0",,"64","73","56","  110","  210","17.0","19.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-18","9.84",,"0.00","0.0",,"72","88","62","  240","  240","17.0","23.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-19","11.86",,"0.00","0.0",,"77","87","68","  180","  230","17.0","21.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-20","9.62",,"0.00","0.0",,"79","92","69","  220","  220","18.1","23.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-21","8.05",,"0.00","0.0",,"78","87","67","  170","  170","18.1","21.9",,,"    1",,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-22","7.83",,"0.00","0.0",,"67","71","62","   90","  100","15.0","18.1","    1","    1",,,,,"    1"
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-23","9.84",,"0.00","0.0",,"72","88","63","  180","  180","19.9","23.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-24","9.84",,"0.01","0.0",,"76","86","68","  200","  200","19.9","25.1","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-25","9.40",,"0.00","0.0",,"77","86","69","  230","  230","15.0","23.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-26","9.62",,"0.00","0.0",,"76","86","67","  190","  120","18.1","25.1",,,"    1",,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-27","5.82",,"0.02","0.0",,"74","83","65","  190","  240","13.0","19.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-28","6.93",,"1.19","0.0",,"70","81","64","   30","   20","19.9","23.9","    1",,"    1",,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-29","6.71",,"0.19","0.0",,"67","73","63","   50","   50","17.0","19.9","    1",,"    1",,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-06-30","6.93",,"0.18","0.0",,"64","68","63","   70","  360","13.0","15.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-01","5.59",,"0.07","0.0",,"66","72","63","   90","   90","15.0","17.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-02","6.93",,"0.00","0.0",,"71","85","64","  270","  280","21.0","25.9","    1","    1","    1",,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-03","12.30",,"0.00","0.0",,"72","77","62","   30","   40","19.9","23.0","    1",,,,,,"    1"
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-04","8.05",,"0.00","0.0",,"65","70","61","  100","   90","13.0","17.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-05","7.61",,"0.11","0.0",,"69","79","64","  300","  310","18.1","21.9","    1",,"    1",,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-06","8.95",,"0.00","0.0",,"68","70","63","   90","   90","17.0","19.9","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-07","9.62",,"0.00","0.0",,"68","80","62","  210","  210","21.0","23.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-08","12.30",,"0.00","0.0",,"74","85","67","  220","  210","23.0","29.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-09","9.17",,"0.00","0.0",,"78","86","72","  110","  100","16.1","19.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-10","10.96",,"0.00","0.0",,"74","78","69","  110","  110","21.0","23.9","    1",,,,,,"    1"
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-11","15.66",,"0.01","0.0",,"77","89","69","  190","  190","23.9","31.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-12","14.32",,"0.00","0.0",,"80","89","72","  220","  230","23.0","28.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-13","7.83",,"0.07","0.0",,"78","85","69","  180","  180","21.9","27.1",,,"    1",,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-14","8.95",,"0.62","0.0",,"71","76","66","   50","   50","25.1","29.1","    1",,"    1",,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-15","8.95",,"0.07","0.0",,"66","70","62","   90","   90","16.1","19.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-16","8.95",,"0.00","0.0",,"65","69","60","  110","  120","25.9","35.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-17","9.40",,"0.11","0.0",,"64","74","59","  220","  230","18.1","23.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-18","6.71",,"0.00","0.0",,"77","91","68","  220","  240","15.0","18.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-19","11.63",,"0.00","0.0",,"82","95","70","  220","  220","21.0","29.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-20","12.97",,"0.00","0.0",,"82","93","75","  270","  260","21.0","25.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-21","10.29",,"0.00","0.0",,"83","90","74","  280","  290","18.1","25.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-22","8.05",,"0.32","0.0",,"75","79","68","   80",,"14.1",,"    1",,"    1",,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-23","7.83",,"0.57","0.0",,"76","89","68","  280","  300","35.1","47.0","    1",,"    1",,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-24","7.61",,"0.00","0.0",,"74","79","70","  330","  310","13.0","16.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-25","6.49",,"0.00","0.0",,"76","84","68","  120","  100","15.0","18.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-26","12.53",,"0.00","0.0",,"81","91","73","  270","  270","19.9","28.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-27","11.41",,"0.00","0.0",,"86","95","75","  220","  280","17.0","23.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-28","11.63",,"0.00","0.0",,"87","95","78","  220","  220","21.0","23.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-29","10.51",,"0.00","0.0",,"80","87","73","  190","  190","17.0","21.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-30","7.61",,"0.00","0.0",,"78","87","70","  320","   10","21.9","27.1",,,"    1",,,,"    1"
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-07-31","6.93",,"0.00","0.0",,"75","77","68","  330","  320","15.0","18.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-01","8.05",,"0.00","0.0",,"75","81","69","  100","  120","15.0","19.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-02","11.41",,"0.07","0.0",,"77","87","70","  180","  180","21.9","25.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-03","12.75",,"0.00","0.0",,"83","92","73","  220","  220","28.0","36.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-04","14.32",,"0.17","0.0",,"76","79","70","  170","  170","42.9","53.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-05","12.30",,"0.00","0.0",,"79","92","70","  220","  220","25.1","32.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-06","6.71",,"0.00","0.0",,"77","84","68","  230","  260","15.0","18.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-07","6.26",,"0.00","0.0",,"71","76","65","   80","   80","13.0","14.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-08","6.93",,"0.00","0.0",,"70","78","66","  100","  100","16.1","19.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-09","9.62",,"0.00","0.0",,"76","91","67","  200","  190","23.9","30.0",,,"    1",,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-10","8.05",,"0.00","0.0",,"81","94","72","  210","  270","16.1","19.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-11","10.96",,"0.00","0.0",,"83","94","73","  200","  210","21.9","25.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-12","7.38",,"0.00","0.0",,"81","93","74","  210","  220","16.1","19.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-13","7.38",,"0.00","0.0",,"78","84","68","   90","   90","14.1","17.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-14","8.50",,"0.00","0.0",,"73","80","68","   80","   80","18.1","23.0",,,,,,,"    1"
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-15","14.09",,"0.00","0.0",,"68","70","64","   30","   20","23.9","30.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-16","11.63",,"0.16","0.0",,"67","71","64","   60","   30","17.0","23.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-17","11.18",,"0.08","0.0",,"66","71","62","  100","   40","16.1","19.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-18","10.29",,"0.16","0.0",,"73","86","66","  270","  230","18.1","25.9","    1",,"    1",,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-19","8.05",,"0.06","0.0",,"71","74","64","  310","  290","21.9","29.1","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-20","8.50",,"0.00","0.0",,"69","81","61","  230","  290","16.1","23.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-21","11.41",,"0.00","0.0",,"75","89","63","  230","  230","21.0","25.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-22","7.16",,"0.00","0.0",,"75","79","70","  200","  190","15.0","18.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-23","8.05",,"1.33","0.0",,"73","89","66","  330","  330","35.1","42.9","    1",,"    1",,"    1",,"    1"
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-24","7.83",,"0.00","0.0",,"75","87","67","  190","  190","18.1","21.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-25","12.53",,"0.00","0.0",,"79","89","68","  320","  320","23.0","33.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-26","13.20",,"0.00","0.0",,"69","75","61","  310","  310","23.9","30.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-27","6.04",,"0.18","0.0",,"64","66","60","  310","  310","15.0","17.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-28","5.82",,"0.00","0.0",,"68","82","61","   80","  260","14.1","18.1","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-29","9.62",,"0.07","0.0",,"70","76","65","  270","  280","23.0","34.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-30","14.99",,"0.00","0.0","0.0","72","77","63","  320","  320","23.9","32.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-08-31","8.50",,"0.00","0.0",,"65","71","58","  110","  130","18.1","23.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-01","10.96",,"0.00","0.0",,"66","72","59","  110","  100","23.0","28.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-02","7.38",,"0.20","0.0",,"65","71","62","  150","  150","16.1","19.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-03","5.82",,"0.01","0.0",,"71","77","66","   30","  220","14.1","18.1","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-04","10.29",,"0.00","0.0",,"74","85","68","  270","  250","18.1","23.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-05","9.62",,"0.00","0.0",,"70","78","61","  250","  290","18.1","28.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-06","6.49",,"0.00","0.0",,"69","78","63","  250","  250","16.1","21.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-07","10.74",,"0.00","0.0",,"70","81","63","  180","  170","19.9","23.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-08","8.95",,"0.00","0.0",,"69","79","61","  110","  110","18.1","21.9","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-09","5.82",,"0.00","0.0",,"69","77","63","  110","  100","13.0","15.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-10","7.16",,"0.25","0.0",,"74","82","68","  220","  220","16.1","19.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-11","9.62",,"0.00","0.0",,"67","74","57","   40","   30","18.1","21.9","    1",,,,,,"    1"
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-12","9.62",,"0.00","0.0",,"60","67","53","   80","   90","15.0","19.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-13","8.72",,"0.00","0.0",,"63","75","55","  210","  210","19.9","25.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-14","13.42",,"0.00","0.0",,"70","77","54","  340","  340","23.0","31.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-15","8.28",,"0.00","0.0",,"56","61","49","  190","  340","13.0","16.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-16","14.09",,"0.00","0.0",,"61","73","51","  220","  210","23.9","29.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-17","10.51",,"0.00","0.0",,"67","78","58","  250","  240","18.1","23.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-18","13.42",,"0.00","0.0",,"62","66","51","  340","  340","21.0","27.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-19","10.51",,"0.00","0.0",,"54","60","46","   10","   20","17.0","23.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-20","10.96",,"0.00","0.0",,"52","60","44","   60","   30","19.9","23.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-21","10.51",,"0.00","0.0",,"53","61","45","   40","   50","18.1","23.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-22","13.65",,"0.00","0.0",,"54","66","45","  320","  320","21.9","30.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-23","11.63",,"0.00","0.0",,"65","80","55","  320","  320","21.9","31.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-24","8.05",,"0.00","0.0",,"69","79","61","  250","  230","14.1","19.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-25","6.04",,"0.00","0.0","0.0","65","72","58","  100","   90","15.0","17.0","    1","    1",,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-26","7.61",,"0.00","0.0",,"63","75","58","  210","  200","14.1","19.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-27","7.16",,"0.00","0.0",,"69","77","63","  190","  190","16.1","21.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-28","8.95",,"0.05","0.0",,"70","81","63","  160","  200","18.1","21.9","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-29","8.05",,"0.00","0.0",,"68","79","62","  190","  200","17.0","21.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-09-30","18.34",,"0.46","0.0",,"71","74","58","  200","  180","44.1","57.0","    1",,,,,,"    1"
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-01","11.41",,"0.00","0.0",,"65","76","58","  200","  200","21.0","23.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-02","7.38",,"0.02","0.0",,"61","65","53","  320","  320","16.1","21.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-03","7.83",,"0.00",,,"56","64","49","  120","  110","17.0","19.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-04","8.05",,"0.00",,,"56","63","49","  110","  110","15.0","18.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-05","8.50",,"0.00","0.0",,"57","63","52","   40","   40","14.1","18.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-06","9.62",,"0.00","0.0",,"58","70","50","  200","  200","19.9","23.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-07","17.00"," 1700","0.02","0.0",,"62","75","55","  270","  270","44.1","65.1",,,"    1",,,,"    1"
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-08","15.43",,"0.00","0.0",,"57","63","48","  290","  310","21.0","33.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-09","10.74",,"0.00","0.0",,"51","60","42","  260","  330","17.0","23.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-10","19.46",,"0.00","0.0",,"63","78","54","  220","  210","31.1","36.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-11","12.30",,"0.00","0.0",,"60","67","51","  340","  310","21.9","28.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-12","16.11",,"0.00","0.0",,"52","54","50","   90","   90","19.9","23.9",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-13","14.76",,"1.50","0.0",,"55","58","51","   60","   80","21.0","25.1","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-14","8.72",,"0.00","0.0",,"58","70","51","  270","  270","16.1","21.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-15","12.30",,"0.00","0.0",,"59","72","48","  200","  200","28.0","36.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-16","9.40",,"0.77","0.0",,"61","71","50","  320","  300","18.1","23.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-17","12.75",,"1.16","0.0",,"51","58","42","  300","  300","25.1","33.1","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-18","6.93",,"0.00","0.0",,"49","58","40","  110","  110","17.0","21.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-19","5.14",,"0.00","0.0",,"51","58","44","  110","  100","16.1","18.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-20","5.82",,"0.00","0.0",,"56","67","49","  220","  230","14.1","19.9","    1","    1",,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-21","7.61",,"0.06","0.0",,"58","65","56","  220","  210","16.1","19.0","    1","    1",,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-22","7.16",,"0.00","0.0",,"62","67","54","   80","  100","14.1","17.0","    1","    1",,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-23","6.93",,"0.00","0.0",,"57","62","55","   80","   90","14.1","17.0","    1","    1",,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-24","11.41",,"0.00","0.0",,"60","70","46","  330","  320","25.1","35.1",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-25","10.07",,"0.00",,,"47","50","43","  320","   90","15.0","19.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-26","9.62",,"0.01","0.0",,"50","53","48","   90","   90","19.9","23.0","    1",,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-27","8.28"," 0520","0.00","0.0",,"51","54","44","  320","  350","16.1","23.0",,,,,,,
"USW00014739","BOSTON MA US","42.3606","-71.0097","3.7","2020-10-28","6.04"," 1315","0.27","0.0",,"47","51","44","  110","  120","14.1","16.1","    1",,,,,,
